Species	NCBI/VEuPathDB Accession ID	Taxonomic group	Length of contamination (bp)	Contaminant species
Cyclospora cayetanensis	GCA_000769155.2	Virus	14014	Kingevirus communis
Trichuris suis	GCA_000797535.1	Metazoa	94232	Sus scrofa
Trichuris suis	GCA_000797535.1	Bacteria	1045	Treponema berlinense
Toxocara canis	GCA_000803305.1	Metazoa	308	Callorhinchus milii
Toxocara canis	GCA_000803305.1	Metazoa	366	Carcharodon carcharias
Toxocara canis	GCA_000803305.1	Metazoa	1579	Scleropages formosus
Toxocara canis	GCA_000803305.1	Metazoa	2578	NA
Toxocara canis	GCA_000803305.1	Viridiplantae	518	NA
Toxocara canis	GCA_000803305.1	Bacteria	854	Agathobaculum desmolans
Toxocara canis	GCA_000803305.1	Bacteria	12458	Candidatus Scybalomonas
Toxocara canis	GCA_000803305.1	Bacteria	4635	Clostridium baratii
Toxocara canis	GCA_000803305.1	Bacteria	364647	Clostridium perfringens
Toxocara canis	GCA_000803305.1	Bacteria	1597	Clostridium sardiniense
Toxocara canis	GCA_000803305.1	Bacteria	416	Comamonas fluminis
Toxocara canis	GCA_000803305.1	Bacteria	257	Romboutsia timonensis
Toxocara canis	GCA_000803305.1	Virus	850	NA
Dictyocaulus viviparus	GCA_000816705.1	Metazoa	1135	Dinoponera quadriceps
Dictyocaulus viviparus	GCA_000816705.1	Metazoa	1042	Stegodyphus dumicola
Dictyocaulus viviparus	GCA_000816705.1	Bacteria	192840	Wolbachia endosymbiont
Ancylostoma duodenale	GCA_000816745.1	Metazoa	1206	Glossina fuscipes
Ancylostoma duodenale	GCA_000816745.1	Metazoa	1893	Melitaea cinxia
Ancylostoma duodenale	GCA_000816745.1	Bacteria	2237	Achromobacter ruhlandii
Ancylostoma duodenale	GCA_000816745.1	Bacteria	1214	Delftia tsuruhatensis
Ancylostoma duodenale	GCA_000816745.1	Virus	2442	Klebsiella phage
Fasciola hepatica	GCA_000824725.2	Metazoa	8026	Astyanax mexicanus
Fasciola hepatica	GCA_000824725.2	Metazoa	13599	Callorhinchus milii
Fasciola hepatica	GCA_000824725.2	Metazoa	140495	Carcharodon carcharias
Fasciola hepatica	GCA_000824725.2	Metazoa	10423	Danio rerio
Fasciola hepatica	GCA_000824725.2	Metazoa	21056	Gouania willdenowi
Fasciola hepatica	GCA_000824725.2	Metazoa	5796	Petromyzon marinus
Fasciola hepatica	GCA_000824725.2	Metazoa	116132	Salmo salar
Fasciola hepatica	GCA_000824725.2	Bacteria	16087	Afipia birgiae
Fasciola hepatica	GCA_000824725.2	Bacteria	103779	Afipia broomeae
Fasciola hepatica	GCA_000824725.2	Bacteria	3148	Afipia carboxidovorans
Fasciola hepatica	GCA_000824725.2	Bacteria	5636	Afipia felis
Fasciola hepatica	GCA_000824725.2	Bacteria	21206	Afipia massiliensis
Fasciola hepatica	GCA_000824725.2	Bacteria	18661	Bradyrhizobium betae
Fasciola hepatica	GCA_000824725.2	Bacteria	8831	Bradyrhizobium denitrificans
Fasciola hepatica	GCA_000824725.2	Bacteria	3583	Bradyrhizobium rifense
Fasciola hepatica	GCA_000824725.2	Bacteria	3268	Mesorhizobium soli
Fasciola hepatica	GCA_000824725.2	Bacteria	7351	Methylobacterium symbioticum
Fasciola hepatica	GCA_000824725.2	Bacteria	4272	Methylocapsa aurea
Fasciola hepatica	GCA_000824725.2	Bacteria	4197	Methylorubrum extorquens
Fasciola hepatica	GCA_000824725.2	Bacteria	4158	Nitrobacter hamburgensis
Fasciola hepatica	GCA_000824725.2	Bacteria	3108	Nitrobacter sp.
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	128	Acidisoma cellulosilyticum
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Allofrancisella inopinata
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	64	Anaplasma phagocytophilum
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	254	Candidatus Fokinia
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Candidatus Fonsibacter
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Candidatus Jidaibacter
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	113062	Candidatus Paracaedibacter
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	3536	Candidatus Pelagibacter
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	209	Candidatus Thioglobus
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	64	Coxiella-like endosymbiont
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Gemmobacter fulva
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	2286	Komagataeibacter intermedius
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Labrys okinawensis
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Lichenicoccus roseus
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	2995	Methylobacterium symbioticum
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Microbulbifer hydrolyticus
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	85	Microvirga calopogonii
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	81	Microvirga ossetica
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	254	Neoehrlichia mikurensis
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Orientia tsutsugamushi
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	1270	Pectobacterium parvum
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Rickettsia bellii
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	254	Rickettsia endosymbiont
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Rickettsia felis
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	381	Rickettsia hoogstraalii
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Rickettsia sp.
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	1270	Rickettsia tillamookensis
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	889	Rickettsiales endosymbiont
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Roseomonas gilardii
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Salinarimonas soli
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	66	Sphingomonas flavalba
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	64	Sphingomonas profundi
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	67	Sphingosinicella microcystinivorans
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	254	Wolbachia endosymbiont
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	127	Xinfangfangia pollutisoli
Acanthamoeba astronyxis	GCA_000826245.1	Bacteria	62760	NA
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	127	Fragilaria radians
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	104	Globisporangium solare
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	113	Globisporangium splendens
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	885	Nothophytophthora sp.
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	1396	Phytophthora constricta
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	254	Phytophthora pini
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	127	Phytopythium aichiense
Acanthamoeba astronyxis	GCA_000826245.1	Other eukaryotes	127	Phytopythium helicoides
Acanthamoeba astronyxis	GCA_000826245.1	Synthetic	5392	NA
Acanthamoeba astronyxis	GCA_000826245.1	Virus	15907	Candidatus Paracaedibacter
Acanthamoeba astronyxis	GCA_000826245.1	Virus	508	Candidatus Pelagibacter
Acanthamoeba astronyxis	GCA_000826245.1	Virus	381	Dictyostelium discoideum
Acanthamoeba astronyxis	GCA_000826245.1	Virus	1141	Fomitopsis palustris
Acanthamoeba astronyxis	GCA_000826245.1	Virus	127	Lehptavirus chorenecus
Acanthamoeba astronyxis	GCA_000826245.1	Virus	88	Oryza brachyantha
Acanthamoeba astronyxis	GCA_000826245.1	Virus	381	Sclerospora graminicola
Acanthamoeba astronyxis	GCA_000826245.1	Virus	4553	Tetraselmis chuii
Acanthamoeba astronyxis	GCA_000826245.1	Virus	16499	Tokyovirus A1
Acanthamoeba astronyxis	GCA_000826245.1	Virus	13547	NA
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	74	Acetobacter oryzoeni
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	1016	Acetobacter persici
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	131	Acetobacter senegalensis
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	65	Acidiphilium multivorum
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	65	Acidocella aromatica
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	64	Actibacterium atlanticum
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	476	Acuticoccus kalidii
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	66	Acuticoccus kandeliae
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	65	Asaia bogorensis
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	128	Azospirillum oryzae
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	1143	Brevundimonas abyssalis
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Candidatus Hydrogenosomobacter
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	254	Candidatus Micropelagos
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	152342	Candidatus Paracaedibacter
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	81	Candidatus Pelagibacter
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	381	Erythrobacter insulae
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Hirschia baltica
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	213	Hirschia maritima
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	508	Holospora curviuscula
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Holospora obtusa
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Kaistia soli
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	64	Kangsaoukella pontilimi
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	67	Komagataeibacter europaeus
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	68	Komagataeibacter intermedius
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	90	Lichenihabitans psoromatis
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Methylobacterium durans
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	506	Methylobacterium symbioticum
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Methylocapsa aurea
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Microvirga thermotolerans
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	128	Neomegalonema perideroedes
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	192	Nisaea acidiphila
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	598	Nodosilinea sp.
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	135	Novacetimonas pomaceti
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	381	Paracoccus everestensis
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	195	Pararhodospirillum photometricum
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	85	Phenylobacterium parvum
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Pseudochelatococcus contaminans
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	134	Pseudooceanicola atlanticus
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	127	Rhodoplanes piscinae
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	81	Rickettsia sp.
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	65	Roseinatronobacter monicus
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	1593	Roseivivax marinus
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	129	Skermanella mucosa
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	69	Sulfitobacter maritimus
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	65	Tistrella mobilis
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	191	Wolbachia endosymbiont
Acanthamoeba culbertsoni	GCA_000826265.1	Bacteria	46644	NA
Acanthamoeba culbertsoni	GCA_000826265.1	Virus	11831	Candidatus Paracaedibacter
Acanthamoeba culbertsoni	GCA_000826265.1	Virus	508	Lehptavirus chorenecus
Acanthamoeba culbertsoni	GCA_000826265.1	Virus	104	Pandoravirus celtis
Acanthamoeba culbertsoni	GCA_000826265.1	Virus	1084	Pandoravirus japonicus
Acanthamoeba culbertsoni	GCA_000826265.1	Virus	16526	Tokyovirus A1
Acanthamoeba culbertsoni	GCA_000826265.1	Virus	154	Tribonema minus
Acanthamoeba culbertsoni	GCA_000826265.1	Virus	17845	NA
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	196	Aegilops tauschii
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	66	Andrographis paniculata
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	381	Arachis hypogaea
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	70	Beta vulgaris
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	2299	Brassica napus
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	252	Camelina sativa
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	635	Camellia sinensis
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Capsicum annuum
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Carica papaya
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	90	Carya illinoinensis
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Chenopodium quinoa
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Cicer arietinum
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	101	Cucumis melo
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	560	Durio zibethinus
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	191	Erythranthe guttata
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Glycine max
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	1081	Gossypium hirsutum
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	65	Hevea brasiliensis
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	718	Hordeum vulgare
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Lolium perenne
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	129	Lupinus angustifolius
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	1059	Macadamia integrifolia
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	192	Mangifera indica
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	66	Manihot esculenta
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	715	Mercurialis annua
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Musa acuminata
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Nymphaea colorata
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Panicum hallii
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	381	Panicum virgatum
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	333	Papaver somniferum
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Populus trichocarpa
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	163	Ricinus communis
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	258	Salvia splendens
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	65	Sesamum indicum
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	265	Sorghum bicolor
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	127	Spinacia oleracea
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	457	Tarenaya hassleriana
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	161	Telopea speciosissima
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	635	Trifolium pratense
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	329	Tripterygium wilfordii
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	381	Zea mays
Acanthamoeba lenticulata	GCA_000826285.1	Viridiplantae	37376	NA
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	65	Acidiphilium multivorum
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	192	Azospirillum argentinense
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	80	Blastochloris viridis
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	88	Candidatus Hodgkinia
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Candidatus Liberibacter
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	74	Candidatus Midichloria
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	95574	Candidatus Paracaedibacter
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	698	Candidatus Pelagibacter
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Donghicola tyrosinivorans
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	68	Ehrlichia canis
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Gluconacetobacter dulcium
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Hirschia maritima
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Lutimaribacter saemankumensis
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	3549	Methylobacterium symbioticum
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	141	Microvirga arsenatis
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	34072	Nodosilinea sp.
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	140	Okeania hirsuta
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	880	Okeania sp.
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Paracoccus liaowanqingii
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	128	Pararhodospirillum photometricum
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Pleurocapsa sp.
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Prochlorococcus sp.
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	64	Rhodovulum tesquicola
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Rickettsia bellii
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	593	Rickettsia endosymbiont
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Rickettsia sp.
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	371	Rickettsia tillamookensis
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	127	Rickettsiales endosymbiont
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	659	Roseivivax marinus
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	71	Roseomonas mucosa
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	64	Sulfitobacter sp.
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	192	Tistrella mobilis
Acanthamoeba lenticulata	GCA_000826285.1	Bacteria	36092	NA
Acanthamoeba lenticulata	GCA_000826285.1	Virus	4673	Candidatus Paracaedibacter
Acanthamoeba lenticulata	GCA_000826285.1	Virus	928	Lehptavirus chorenecus
Acanthamoeba lenticulata	GCA_000826285.1	Virus	245	Pandoravirus quercus
Acanthamoeba lenticulata	GCA_000826285.1	Virus	10616	Tokyovirus A1
Acanthamoeba lenticulata	GCA_000826285.1	Virus	9638	NA
Acanthamoeba healyi	GCA_000826305.1	Bacteria	97	Candidatus Hepatobacter
Acanthamoeba healyi	GCA_000826305.1	Bacteria	23073	Candidatus Paracaedibacter
Acanthamoeba healyi	GCA_000826305.1	Bacteria	64	Geminicoccus roseus
Acanthamoeba healyi	GCA_000826305.1	Bacteria	461	Methylobacterium symbioticum
Acanthamoeba healyi	GCA_000826305.1	Bacteria	128	Pararhodospirillum photometricum
Acanthamoeba healyi	GCA_000826305.1	Bacteria	77	Pseudolabrys taiwanensis
Acanthamoeba healyi	GCA_000826305.1	Bacteria	5468	Stella humosa
Acanthamoeba healyi	GCA_000826305.1	Bacteria	4482	NA
Acanthamoeba healyi	GCA_000826305.1	Synthetic	5512	NA
Acanthamoeba healyi	GCA_000826305.1	Virus	108	Acanthamoeba castellanii
Acanthamoeba healyi	GCA_000826305.1	Virus	876	Candidatus Paracaedibacter
Acanthamoeba healyi	GCA_000826305.1	Virus	1697	Cedratvirus A11
Acanthamoeba healyi	GCA_000826305.1	Virus	1034	Cedratvirus lausannensis
Acanthamoeba healyi	GCA_000826305.1	Virus	127	Mollivirus kamchatka
Acanthamoeba healyi	GCA_000826305.1	Virus	127	Pandoravirus celtis
Acanthamoeba healyi	GCA_000826305.1	Virus	924	Pandoravirus inopinatum
Acanthamoeba healyi	GCA_000826305.1	Virus	109	Pandoravirus japonicus
Acanthamoeba healyi	GCA_000826305.1	Virus	1067	Pandoravirus macleodensis
Acanthamoeba healyi	GCA_000826305.1	Virus	127	Pandoravirus neocaledonia
Acanthamoeba healyi	GCA_000826305.1	Virus	614	Pandoravirus quercus
Acanthamoeba healyi	GCA_000826305.1	Virus	1736	Tetraselmis chuii
Acanthamoeba healyi	GCA_000826305.1	Virus	848	Tokyovirus A1
Acanthamoeba healyi	GCA_000826305.1	Virus	3138	NA
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	94636	Afipia birgiae
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	5071318	Afipia broomeae
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	224	Afipia carboxidovorans
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	122	Afipia felis
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	303877	Afipia massiliensis
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	14110	Afipia sp.
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	67	Ancylobacter aquaticus
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	21115	Antarcticimicrobium luteum
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	123	Aurantimonas endophytica
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	52538	Bradyrhizobium barranii
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	353231	Bradyrhizobium betae
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	5823	Bradyrhizobium brasilense
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	6568	Bradyrhizobium cajani
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	420183	Bradyrhizobium campsiandrae
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	27099	Bradyrhizobium cenepequi
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	64950	Bradyrhizobium cytisi
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	33574	Bradyrhizobium daqingense
Acanthamoeba palestinensis	GCA_000826325.1	Bacteria	144768	Bradyrhizobium denitrificans
